fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
24/03/2026,Varias comprobaciones en la excel de conductos,BLOR,GENERAL,10:21,10:30,Varias comprobaciones en la excel de conductos,
24/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,10:30,10:48,"Reunión por Teams:
-Columna con el áre de esquema.
-Columna con el área de modelado.
-Si área modelado están dentro del 5% por arriba/abajo-->Verde.
-Si área modelado está entre 5-10% por encima-->Amarillo.
-Si área modelado es >10%-->Rojo",
24/03/2026,Se añaden columnas en excel con área según esquema y área modelada en Foran,BLOR,GENERAL,10:48,12:36,Se añaden columnas en excel con área según esquema y área modelada en Foran. A mayores se añade columna COMPROBACIÓN y cálculo de superficie por conducto/elemento en metros cuadrados,
24/03/2026,Excel de pérdidas de carga,PROG,GENERAL,12:36,12:47,Excel de cálculo de pérdidas de carga ,
24/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,12:47,13:02,"Reunión por Teams:
-Partiendo del esquema  posicionar ventiladores (FANXXX) en el modelo en Foran  tal que:
-Los ventiladores se emplazarán en la vertical de su plenum correspondiente.
-Si existe damper  se coloca el ventilador centrado en el damper  tal que Ventilador+Estructura+damper+estructura.
La mayoría de los ventiladores están sobrecubierta.
Internamente hay pocos ventiladores  emplazarlos de acuerdo a comentarios anteriores  y sin interferir con la estructura",
24/03/2026,Varios generación tarea anterior,BLOR,GENERAL,13:02,13:08,Varios generación tarea anterior,
24/03/2026,Emplazamiento de ventiladores en posición dentro del buque,BLOR,GENERAL,13:08,13:23,Emplazamiento de ventiladores en posición dentro del buque,
24/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,13:23,13:31,Considerar todos los elementos verdes en conductos de Foran como plenums  para obviar las áreas dado que área modelada no coincide con el área por defecto del esquema  porque en Foran no se consideran el área copada por los refuerzos,
24/03/2026,Cambio en la excel de conductos a plenums lo reflhado en verde en Foran,BLOR,GENERAL,13:31,14:02,Cambio en la excel de conductos a plenums lo reflhado en verde en Foran,
24/03/2026,Emplazamiento de ventiladores en posición dentro del buque,BLOR,GENERAL,14:02,14:25,Emplazamiento de ventiladores en posición dentro del buque,
24/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,14:25,14:29,"En la excel de BLOR HVAC EQUIPMENT LIST  comprobar las medidas de las columnas M (longitud del ventilador y col. N (dimA  diámetro del ventilador).
Comprobar las medidas a medida que se revisan ventiladores en Foran. Si hay alguna variación  anotarla en un word y reportar.",
24/03/2026,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente,BLOR,GENERAL,14:29,15:00,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente BLOR HVAC EQUIPMENT LIST,
24/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
24/03/2026,Varios excel,PROG,GENERAL,15:30,16:00,Varios excel,
25/03/2026,AOYV,DES,GENERAL,6:43,6:57,AOYV,
25/03/2026,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente,BLOR,GENERAL,6:57,10:45,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente,
25/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,10:45,11:20,Modificación de dos rejillas que tenían mal el área LV14 y LV31,
25/03/2026,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente,BLOR,GENERAL,11:20,15:00,Emplazamiento de ventiladores en posición dentro del buque y comprobación de medidas en la excel correspondiente,
25/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
25/03/2026,Varios excel,PROG,GENERAL,15:30,16:01,Pérdidas de carga  excel.,
26/03/2026,AOYV,DES,GENERAL,6:44,7:02,AOYV,
26/03/2026,Revisión de la excel que mandó Ángel,BLOR,GENERAL,7:02,7:04,Revisión de la excel que mandó Ángel,
26/03/2026,Ciberseguridad píldora #7,INT,GENERAL,7:04,7:10,Ciberseguridad píldora #7,
26/03/2026,Comprobación FCU en buque,BLOR,B313,7:10,7:41,Comprobación FCU en buque  medidas excel/Foran,
26/03/2026,Revisión de condensadores,BLOR,GENERAL,7:41,8:02,Revisión de condensadores  medidas y posición,
26/03/2026,CAB,DES,GENERAL,8:02,8:05,CAB,
26/03/2026,Revisión de condensadores y paneles de control,BLOR,GENERAL,8:05,10:41,Revisión de la posición de los condensadores y paneles de control  dejando espacio alrededor para mantenimiento,
26/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,10:41,10:51,"Varias cuestiones:
-Acabar con paneles de control.
-Cálculo de las velocidades de damper  con medidas buque referencia.
-Louver  cálculo de velocidades con medidas de los louver con medidas buque referencia.",
26/03/2026,Revisión de posición de paneles de control,BLOR,GENERAL,10:51,11:23,Revisión de posición de paneles de control.,
26/03/2026,Cálculo de velocidades en Dampers de acuerdo a medidas buque de referencia,BLOR,GENERAL,11:23,13:07,Cálculo de velocidades en Dampers de acuerdo a medidas buque de referencia,
26/03/2026,Redimensionado y recolocación de rejillas exteriores,BLOR,GENERAL,13:07,15:00,Redimensionado y recolocación de rejillas exteriores,
26/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
26/03/2026,Redimensionado y recolocación de rejillas exteriores,BLOR,GENERAL,15:30,16:00,Redimensionado y recolocación de rejillas exteriores,
27/03/2026,AOYV,DES,GENERAL,6:51,7:12,AOYV,
27/03/2026,Redimensionado y recolocación de rejillas exteriores,BLOR,GENERAL,7:12,7:25,Redimensionado y recolocación de rejillas exteriores,
27/03/2026,CAB,DES,GENERAL,7:25,7:38,CAB,
27/03/2026,Redimensionado y recolocación de rejillas exteriores,BLOR,GENERAL,7:38,8:56,Redimensionado y recolocación de rejillas exteriores,
27/03/2026,Reinicio ordenador por actualizaciones de seguridad,INT,GENERAL,8:56,9:57,Reinicio ordenador por actualizaciones de seguridad,
27/03/2026,CAB,DES,GENERAL,9:57,10:17,CAB,
27/03/2026,Redimensionado y recolocación de rejillas exteriores,BLOR,GENERAL,10:17,11:19,Redimensionado y recolocación de rejillas exteriores,
27/03/2026,Descargar de windchill BLOR_0510710001S,BLOR,GENERAL,11:19,12:59,Descarga de BLOR_0510710001S en windchill para analizar con detenimiento lo referente a materiales y bridas,
30/03/2026,AOYV,DES,GENERAL,6:47,7:06,AOYV,
30/03/2026,Análisis y estudio especificación  estándares HVAC ,BLOR,GENERAL,7:06,15:00,Análisis y estudio especificación estándares HVAC,
30/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
30/03/2026,Insertar FDRs en el buque,BLOR,GENERAL,15:30,16:01,Insertar FDR en el buque,
31/03/2026,AOYV,DES,GENERAL,6:50,7:14,AOYV,
31/03/2026,Insertar dampers en buque,BLOR,GENERAL,7:14,8:26,"Insertar dampers en buque.
-FD01 FD02  FD03  FD04  FD05  FD06  FD07",
31/03/2026,Reunión por Teams con Miguel,BLOR,GENERAL,8:26,8:32,"Colocación de los distintos damper  en función de donde van emplazados.
- En ventiladores de Thrusters  200 entre damper y ventilador.
- En resto ventiladores, cotas en amarillo o rojo  en función de si el ventilador tiene 700 o 900 mm de alto. Aparte la distancia entre dampers (190 mm) se ha de mantener, el resto de medidas al exterior de la caseta  se mantendrá la de 240 mm y la de 350 es variable",
31/03/2026,Emplazamiento de dampers  de acuerdo a directrices anteriores,BLOR,GENERAL,8:32,15:00,Emplazamiento de dampers  de acuerdo a directrices anteriores,
31/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
31/03/2026,Varios excel,PROG,GENERAL,15:30,16:00,Varios excel,
01/04/2026,AOYV,DES,GENERAL,6:53,7:05,AOYV,
01/04/2026,Estándar de HVAC  compuertas de acceso,BLOR,GENERAL,7:05,12:47,Compuertas de acceso  estándar HVAC y varios estándares,
01/04/2026,Diagrama de Moody en Excel,PROG,GENERAL,12:47,15:00,Diagrama de Moody,
01/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
01/04/2026,Diagrama de Moody en Excel,PROG,GENERAL,15:30,16:00,Diagrama de Moody,
07/04/2026,AOYV,DES,GENERAL,6:42,7:38,AOYV,
07/04/2026,Excel pérdidas de carga y ruido,PROG,GENERAL,7:38,13:11,Excel pérdidas de carga y ruido,
07/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,13:11,13:30,"Reunión con Miguel por teams.
B102  donde:
Se añadirán bridas tipo 3 (conducto estanco).
En el lado de la reducción/plenum será brida no estanca.
Junta.
-Material conducto S275JR de 4mm de espesor.
",
07/04/2026,Inserción de bridas ,BLOR,GENERAL,13:30,15:00,Inserción de bridas en conductos B102-5101-0601,
07/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
07/04/2026,Inserción de bridas ,BLOR,B102,15:30,15:32,Inserción de bridas en conductos B102-5101-0601,
07/04/2026,Reunión por Teams con Miguel,BLOR,B102,15:32,15:48,"Varios.
- Junta de 3mm 17161203.
-Junta para fuego será de Klinger.
-Brida tipo 2.",
07/04/2026,Inserción de bridas ,BLOR,GENERAL,15:48,16:00,Inserción de bridas en conductos B102-5101-0601,
08/04/2026,AOYV,DES,GENERAL,6:47,7:06,AOYV,
08/04/2026,Inserción de bridas ,BLOR,B102,7:06,7:12,Inserción de bridas en conductos B102-5101-0601,
08/04/2026,CAB,DES,GENERAL,7:12,7:19,CAB,
08/04/2026,Inserción de bridas ,BLOR,B102,7:19,8:19,Inserción de bridas en conductos B102-5101-0601 y asignación materiales,
08/04/2026,Excel pérdidas de carga y ruido,PROG,GENERAL,8:19,8:27,Excel pérdidas de carga y ruido,
08/04/2026,Cambios de material,BLOR,B102,8:27,8:34,Cambios de material en conductos WT y NWT,
08/04/2026,Excel pérdidas de carga y ruido,PROG,GENERAL,8:34,10:32,Excel pérdidas de carga y ruido,
08/04/2026,Reunión por Teams con Miguel,BLOR,B102,10:32,10:53,"Revisar los siguientes puntos.
- Brida estanca soldable posicionarla de acuerdo al detalle.
- Contrabrida a la anterior  no estanca.
- Contrabrida final  de acuerdo a estándar.
-Insertar bridas en conducto recto  entre derivaciones  no encima de la canaleta eléctrica.
- Brida entre codo y tramo recto en derivaciones.",
08/04/2026,Cambios en bridas,BLOR,B102,10:53,13:23,"- Ajustar brida a conducto-penetración  material según 3H-1 S275JR de 4 mm de espesor.
- Ajustes de bridas en linea de conducto.",
08/04/2026,Reunión por Teams con Miguel,BLOR,B102,13:22,13:23,"Aclaraciones varias referentes a acoplamiento brida rectangular tipo 1-conducto (conducto no estanco-conducto no estanco).
- Nuevas bridas a insertar en conductos 0604 y 0603",
08/04/2026,Inserción de bridas ,BLOR,B102,13:22,14:44,Revisión de bridas en 0601 y se añaden en 0603 y 0604,
08/04/2026,Búsqueda de varios elementos/planos en windchill,BLOR,GENERAL,14:44,15:00,Búsqueda de varios elementos/planos en windchill,
08/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
08/04/2026,Excel pérdidas de carga y ruido,PROG,GENERAL,15:30,16:01,Excel pérdidas de carga y ruido,
09/04/2026,AOYV,DES,GENERAL,6:46,7:01,AOYV,
09/04/2026,Cambio de material en una de las penetraciones conducto 0601,BLOR,B102,7:01,7:09,Cambio de material en una de las penetraciones conducto 0601,
09/04/2026,Curso de prevención de riesgos laborales,INT,GENERAL,7:09,7:58,"Curso de prevención de riesgos laborales  para oficinas.
- Unidad 1.",
09/04/2026,Modificación de conductos y materiales,BLOR,B102,7:58,9:11,Modificación de conductos 0601 y criterios al revisar el conducto.,
09/04/2026,Modificación de conductos y materiales,BLOR,B102,9:11,10:15,Modificación del conducto 0602,
09/04/2026,Curso de prevención de riesgos laborales,INT,GENERAL,10:15,14:28,"Curso de prevención de riesgos laborales  para oficinas.
- Unidad 1.",
09/04/2026,Modificación de conductos y materiales,BLOR,B102,14:28,15:00,Modificación de conductos 0603  0604,
09/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
09/04/2026,Modificación de conductos y materiales,BLOR,B102,15:30,16:01,Modificación de conductos 0605,
10/04/2026,AOYV,DES,GENERAL,6:41,7:12,AOYV,
10/04/2026,Comprobación del estándar de penetraciones,BLOR,GENERAL,7:12,8:18,Comprobación del estándar de penetraciones,
10/04/2026,Reunión por Teams con Miguel,BLOR,B102,8:18,9:13,"Comentarios de la reunión.
1- Revisar materiales de nuevo  los hay con el copic antiguo.
2- Fin de bloque de acuerdo a comentarios Miguel.
3- Mover/modificar varios conductos.",
10/04/2026,Resumen tareas,BLOR,GENERAL,9:13,9:20,Resumen de tareas en fichero de word.,
10/04/2026,Cambio de material en conductos,BLOR,B102,9:20,10:00,Cambio de material en varios elementos (básicamente reducciones),
10/04/2026,CAB,DES,GENERAL,10:00,10:19,CAB,
10/04/2026,Cambio de material en conductos,BLOR,B102,10:19,12:55,Cambio de material en varios elementos (básicamente reducciones),
13/04/2026,AOYV,DES,GENERAL,6:46,7:12,AOYV,
13/04/2026,Cambio conductos,BLOR,B102,7:12,9:13,Cambio conductos,
13/04/2026,Revisión y nuevo vistazo a lo realizado,BLOR,B102,9:13,9:40,Revisión de conductos/materiales/tipos bridas y juntas,
13/04/2026,Ciberseguridad píldora #8,INT,GENERAL,9:40,9:59,Ciberseguridad píldora #8,
13/04/2026,Varios excel,INT,GENERAL,9:59,10:47,Varios excel,
13/04/2026,Revisión de conductos varios,BLOR,B112,10:47,12:29,Revisión de líneas de conductos 2503,
13/04/2026,Reunión por Teams con Miguel,BLOR,B102-B112,12:29,13:05,"Revisión de los siguientes elementos.
1- Cambiar el material del conducto recto estanco a CS18-11614976
2-Ajustar 0601 para que empate bien con la transformación.
3- Empatar bien el codo con el tramo recto 0602.
4- 0603  dejar el tramo corto  y pasar el damper a la contrabrida que queda.
5- 0801 cambiar material de parte recta y long total con brida a 75 mm. Material CS18
En cuanto al conducto 2503.
1- Transformación C/C 255-300  reducir la longitud en 255 para que la contrabrida quede en el sitio del ultimo tramo de conducto.",
13/04/2026,Revisión y nuevo vistazo a lo realizado,BLOR,B102,13:05,14:10,Revisiones varias de acuerdo a punto anterior.,
13/04/2026,Nueva revisión de las tareas entregadas en curso PRL,DES,GENERAL,14:10,14:46,Revisión en tareas curso PRL,
13/04/2026,Revisión y nuevo vistazo a lo realizado,BLOR,B122,14:46,15:00,Revisión del conducto 2603,
13/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
13/04/2026,Varios excel,PROG,GENERAL,15:30,15:52,Varios excel,
13/04/2026,Reunión por Teams con Miguel,BLOR,B102,15:52,16:06,Llamada Miguel  estándares de soportes,
14/04/2026,AOYV,DES,GENERAL,6:46,7:05,AOYV,
14/04/2026,Vistazo y análisis a los estándares de soportes,BLOR,GENERAL,7:05,8:50,Vistazo y análisis a los estándares de soportes,
14/04/2026,Cambio de material y tipo de conductos para diámetros <300mm,BLOR,GENERAL,8:50,11:09,Cambio de material en conductos circulares que van a thrusters  tienen que ser de espirotubo (diámetros < 300 mm),
14/04/2026,Vistazo y análisis a los estándares de soportes,BLOR,B102,11:09,14:47,Vistazo y análisis a los estándares de soportes. Emplazamiento de soportes,
14/04/2026,Reunión por Teams con Miguel,BLOR,B102,14:47,14:54,Realización de nuevo soporte.,
14/04/2026,Realización de nuevo soporte,BLOR,B102,14:54,15:30,Creación de nuevo soporte  y cumplimentación de datos geométricos,
15/04/2026,AOYV,DES,GENERAL,6:43,7:04,AOYV,
15/04/2026,Realización de nuevos soportes,BLOR,B102,7:04,11:12,Realización de nuevos soportes,
15/04/2026,Reunión por Teams con Miguel,BLOR,B102,11:12,11:31,"Varios puntos.
- Comprobación de distancia de soporte conducto a mamparo.
- Meter algún soporte intermedio en tramo recto del 0602 posterior al mamparo.
- Soporte de conductos 0605 y 0603  pendiente de ver especiales.
- Sujección especial para codo+Te del 0602 al final.
- Colocación de los soportes verticales en los conductos que alimentan aire al thruster (solo bloques bajos).
",
15/04/2026,Recopilación de tareas,DES,GENERAL,11:31,11:45,Recopilación de tareas punto anterior.,
15/04/2026,Comprobación de distancia a mamparos e inserción de soportes conductos verticales de bloques inferiores,BLOR,GENERAL,11:45,13:57,Comprobación distancia entre mamparo y soporte  e inserción de soportes conductos circulares verticales de los bloques inferiores de los thrusters.,
15/04/2026,Chequeo de rejillas exteriores,BLOR,GENERAL,13:57,15:00,Chequeo de rejillas exteriores,
15/04/2026,COMIDA,DES,GENERAL,15:00,15:30,COMIDA,
15/04/2026,Chequeo de rejillas exteriores,BLOR,B313,15:30,16:03,Chequeo de rejillas exteriores,
16/04/2026,AOYV,DES,GENERAL,6:43,7:08,AOYV,
16/04/2026,Cambio de soporte a tipo 4,BLOR,GENERAL,7:08,8:13,Cambio soportes a tipo 4  y colocación de un más en ducto 2403,
16/04/2026,Chequeo de rejillas exteriores,BLOR,B313,8:13,9:16,Chequeo de rejillas exteriores,
16/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,9:16,9:42,Nomenclatura a emplear en las rejillas,
16/04/2026,Excel con medidas y nomenclaturas acuerdo a BLOR,BLOR,B313,9:42,10:00,Excel con medidas y nomenclaturas acuerdo a BLOR,
16/04/2026,Chequeo de rejillas exteriores,BLOR,B313,10:00,10:30,Chequeo de rejillas exteriores,
16/04/2026,Chequeo de rejillas exteriores,BLOR,B323,10:30,11:21,Chequeo de rejillas exteriores,
16/04/2026,Ciberseguridad píldora #9,INT,GENERAL,11:21,11:40,Ciberseguridad píldora #9,
16/04/2026,Chequeo de rejillas exteriores,BLOR,B113,11:40,13:01,Chequeo de rejillas exteriores,
16/04/2026,Chequeo de interferencias entre soportes y demás elementos,BLOR,GENERAL,13:01,15:00,Chequeo de interferencias entre soportes y demás elementos,
16/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
16/04/2026,Comprobación de soportes  nomenclatura y bloque al que pertenecen,BLOR,GENERAL,15:30,16:00,Comprobación de soportes  nomenclatura y bloque al que pertenecen,
17/04/2026,AOYV,DES,GENERAL,6:39,7:00,AOYV,
17/04/2026,Modificación de varios soportes,BLOR,B102,7:00,7:58,Modificación de varios soportes,
17/04/2026,Modificación de materiales,BLOR,B301,7:58,10:13,Modificación de materiales,
17/04/2026,Reunión por Teams con Miguel,BLOR,B301,10:13,10:31,"Aclaración de varios puntos.
Brida y junta en inicio 0101.
Añadir bridas y juntas.
Materiales.",
17/04/2026,Varios puntos a modificar,BLOR,B301,10:31,10:34,Modificar medidas internas de brida y junta en 0101 (ojo penetración),
17/04/2026,CAB,DES,GENERAL,10:34,10:54,CAB,
17/04/2026,Se añaden bridas y juntas,BLOR,B301,10:54,12:26,Se añaden bridas y juntas,
17/04/2026,Varios excel,DES,GENERAL,12:26,12:46,Varias modificaciones en macros de excel.,
20/04/2026,AOYV,DES,GENERAL,6:45,6:58,AOYV,
20/04/2026,Se añaden bridas y juntas,BLOR,B301,6:58,9:13,Se añaden bridas y juntas en 0106 y varios,
20/04/2026,Se añaden bridas y juntas,BLOR,B302,9:13,9:35,Se añaden bridas y juntas en 0104,
20/04/2026,Reunión por Teams con Miguel,BLOR,B301,9:35,9:44,Varios  modificaciones en conductos añadiendo más bridas de conexión,
20/04/2026,Se añaden bridas y juntas,BLOR,B301,9:44,10:29,Se añaden más bridas en 0101 y se equidistancian 0103  0104,
20/04/2026,Se añaden soportes en conductos,BLOR,B301,10:29,13:12,Se añaden soportes en B0301,
20/04/2026,Nueva revisión de materiales  bridas y soportes,BLOR,B301,13:12,13:28,Nueva revisión de materiales  bridas y soportes,
20/04/2026,Propuesta para fin de conducto 2603 en B122,BLOR,B122,13:28,15:02,Propuesta para fin de conducto 2603 (TEST) en B122,
20/04/2026,COMIDA,COM,GENERAL,15:02,15:32,COMIDA,
20/04/2026,Análisis de propuestas TEST,BLOR,B122,15:32,15:39,Análisis propuestas TEST,
20/04/2026,Reunión por Teams con Miguel,BLOR,B122,15:39,15:54,"Vistazo a las propuestas de retrazado TEST en B112 y B122.
- Analizar dampers y rejillas en bdd de foran/estándar y las rejillas en bdd Foran/estándar/halton",
20/04/2026,Vistazo a las rejillas interiores y dampers,BLOR,GENERAL,15:54,16:01,Vistazo a dampers y rejillas interiores,
21/04/2026,AOYV,DES,GENERAL,6:44,7:12,AOYV,
21/04/2026,Estudio y análisis de rejillas y reguladores de caudal,BLOR,GENERAL,7:12,9:30,Estudio y análisis de rejillas y reguladores de caudal,
21/04/2026,Comprobación y modificación de varios soportes,BLOR,B301,9:30,10:03,Comprobación y modificación de varios soportes,
21/04/2026,Estudio y análisis de rejillas y reguladores de caudal,BLOR,GENERAL,10:03,10:39,Estudio y análisis de rejillas y reguladores de caudal comparación del estándar con lo existente en la base de datos de Foran,
21/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,10:39,11:02,"Se tratan los siguientes puntos a resolver.
1- Topes de bloque  pasan de 150 mm a 300 mm. El conducto intermedio  pertenecerá al bloque con más conductos.
El conducto intermedio  tendrá el punto central (normalmente punto de control del ducto)  justo en el límite de bloque.
2- En BLOR se deja soportar a platabandas  conforme el soporte quedará a 25 mm del borde de la platabanda.
3- B112  B122  B311  B321 se adaptarán las propuestas TEST en los cuatro bloques  de modo que desde el tecle queden 2100 mm de altura libre para poder trabajar. Asi mismo se pondrá un soporte en la parte vertical del conducto que baja  justo antes del codo  otra después del segundo codo y al final del tubo que sale del segundo codo.",
21/04/2026,Modificación de los finales de ducto en bloques que aplique,BLOR,GENERAL,11:02,12:30,Modificación de finales de ducto en bloques que aplique,
21/04/2026,Inserción de soportes,BLOR,B102,12:30,15:01,Inserción de soportes en B102,
21/04/2026,COMIDA,COM,GENERAL,15:01,15:30,COMIDA,
21/04/2026,inserción de soportes,BLOR,B301,15:30,16:01,Inserción de soportes en B301,
22/04/2026,AOYV,DES,GENERAL,6:42,7:02,AOYV,
22/04/2026,Inserción de soportes,BLOR,B302,7:02,10:06,Inserción de soportes en B302,
22/04/2026,Revisión de los distintos soportes ,BLOR,B102,10:06,10:20,Revisión de soportes en B102,
22/04/2026,Revisión de los distintos soportes ,BLOR,B302,10:20,11:30,Revisión de soportes en B302,
22/04/2026,Revisión de la propuesta TEST en los thrusters de popa,BLOR,GENERAL,11:30,12:13,Revisión de la propuesta TEST en conductos popa thrusters,
22/04/2026,Varios excel pérdidas de carga,PROG,GENERAL,12:13,13:00,Varios excel pérdidas de carga,
22/04/2026,Revisión de si los ductos verticales de los thrusters tienen interferencias,BLOR,GENERAL,13:00,13:23,Revisión de interferencias entre conductos de suministro de aire a los thrusters de popa,
22/04/2026,Implementación del sistema de popa en proa,BLOR,B321-B311,13:23,14:18,Implementación de los ductos TEST en los conductos de suministros de aire a los thrusters de proa,
22/04/2026,Varios en Foran en los thrusters de proa,BLOR,B321-B311,14:18,15:00,Varios en los conductos de los thrusters de proa,
22/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
22/04/2026,Varios ,BLOR,GENERAL,15:30,16:00,Varios,
23/04/2026,AOYV,DES,GENERAL,6:45,6:57,AOYV,
23/04/2026,Colocación y comprobación de rejillas exteriores,BLOR,GENERAL,6:57,10:24,Colocación y comprobación de rejillas exteriores,
23/04/2026,Comprobación de distintas rejillas revisadas por equipos,BLOR,GENERAL,10:24,12:08,Revisión de 13 rejillas. Se han mandado revisar por estar mal las medidas,
23/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,12:08,12:26,Varios  cambios en bridas  y juntas afecta a todos los conductos,
23/04/2026,Cambios de bridas y juntas,BLOR,B102,12:26,15:00,Cambios de bridas y juntas en bloque B102,
23/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
23/04/2026,Revisión bridas y juntas,BLOR,B102,15:30,15:33,Revisión de bridas y juntas en bloque B102,
23/04/2026,Ciberseguridad píldora #10,INT,GENERAL,15:33,15:38,Ciberseguridad píldora #10,
23/04/2026,Varios excel,PROG,GENERAL,15:38,16:00,Varios excel,
24/04/2026,AOYV,DES,GENERAL,6:43,6:55,AOYV,
24/04/2026,Revisión de materiales en conductos,BLOR,B102,6:55,7:45,Revisión de materiales bridas y juntas,
24/04/2026,Trazado de conducto TEST para propuesta 2503,BLOR,B112,7:45,10:06,Trazado de conducto TEST para sustituir a 2503,
24/04/2026,CAB,DES,GENERAL,10:06,10:25,CAB,
24/04/2026,Trazado de conducto TEST para propuesta 2503,BLOR,B122,10:25,11:37,Retrazado del conducto TEST para sustituir al 2603 en B122,
24/04/2026,Consolidación de conducto TEST en B112,BLOR,B112,11:37,12:43,Consolidación de conducto TEST en 2501-2502-2503,
24/04/2026,Varios,DES,GENERAL,12:43,12:58,Varios  viendo información de Qt designer,
27/04/2026,AOYV,DES,GENERAL,6:43,7:00,AOYV,
27/04/2026,Inserción FDR,BLOR,GENERAL,7:00,10:40,Inserción de FDRs,
27/04/2026,Modificación materiales bridas y juntas ,BLOR,B301,10:40,12:55,Modificación materiales bridas y juntas ,
27/04/2026,Modificación materiales bridas y juntas ,BLOR,B112,12:55,13:52,Modificación materiales bridas y juntas ,
27/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,13:52,14:37,"Varios comentarios de dampers FDR-XXX33 cambiarán las dimensiones.
- Varias damper se moverán a proa o popa en función del sitio existente.
-B301  actualizar la relación con el soporte que aparecen en naranja.
-B112 soportes  solo este bloque  no el superior.",
27/04/2026,Modificación de posición de varios damper y rejillas,BLOR,GENERAL,14:37,15:00,Modificación de posición de varios damper y rejillas,
27/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
27/04/2026,Modificación de posición de varios damper y rejillas,BLOR,GENERAL,15:30,16:01,Modificación de posición de varios damper y rejillas,
28/04/2026,AOYV,DES,GENERAL,6:46,6:59,AOYV,
28/04/2026,Modificacion de posición de varios damper y rejillas,BLOR,GENERAL,6:59,7:18,Modificación de posición de varios damper y rejillas,
28/04/2026,Actualización de reasignación de soportes,BLOR,B301,7:18,7:32,Actualización de reasignación de soportes,
28/04/2026,Revisión de tareas en bloques,BLOR,GENERAL,7:32,9:37,Revisión de tareas en bloques para ver en cual centrarse,
28/04/2026,Revisión de ducto TEST en B122,BLOR,B122,9:37,9:58,Revisión de ducto TEST en B122,
28/04/2026,Se revisan soportes en B311,BLOR,B311,9:58,10:27,Revisión de soportes,
28/04/2026,Revisión de materiales en conductos,BLOR,B113,10:27,15:00,Revisión de materiales en conductos 1801  ,
28/04/2026,COMIDA,COM,GENERAL,15:00,15:22,COMIDA,
28/04/2026,Ciberseguridad píldora #11,INT,GENERAL,15:22,15:30,Ciberseguridad píldora #11,
28/04/2026,Varios excel,PROG,GENERAL,15:30,16:01,Varios excel,
29/04/2026,AOYV,DES,GENERAL,6:44,6:58,AOYV,
29/04/2026,Se añaden damper  rejilla y adaptación de conducto,BLOR,B311,6:58,7:39,Se añaden damper  rejilla y adaptación de conducto,
29/04/2026,Se añaden damper  rejilla y adaptación de conducto,BLOR,B321 B311,7:39,8:12,Se añaden damper  rejilla y adaptación de conducto,
29/04/2026,Modificación de soportes en bloque,BLOR,B112,8:12,8:43,Modificación de soportes en bloque B112,
29/04/2026,Modificación de soportes en bloque,BLOR,B122,8:43,9:09,Modificación de soportes en bloque B122,
29/04/2026,Modificación de materiales ,BLOR,B113,9:09,10:20,Modificación de materiales,
29/04/2026,Cambio en materiales de conductos a 2mm de espesor,BLOR,B102,10:20,10:29,Cambio en materiales de conductos a 2 mm de espesor,
29/04/2026,Varios en espera para cambiar materiales en todos los ductos,DES,GENERAL,10:29,12:57,Varios en espera para cambiar materiales en todos los ductos,
29/04/2026,Reunión por Teams con Miguel,BLOR,GENERAL,12:57,13:21,Cambio de materiales en ductos de los thrusters,
29/04/2026,Cambio de materiales en ducto del thruster,BLOR,B112,13:21,15:00,Cambio de materiales en ductos de los thrusters,
29/04/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
